date,Item No.,Item Description,Warehouse Code,In Stock,Inventory UoM,company,department,unit cost
20/09/2017,MTGEN0000584,GENARAL - PVC VALVE SHOCKET  1 1/2''50 MM,,14,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001377,GENARAL - PVC REDUCING T 63MMX25MM,,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001385,GENARAL - TAPE LONG MEASURING 10M,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001400,GENERAL - BUTTERFLY NUT 8MM,,14,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001403,GENERAL - CONSTRUCTION GROUT,,1,LETTER,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001431,"GENERAL - HEX HEAD BOLT 1/2""X1""",,11,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001549,GENARAL - CUTTERS,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001630,GENARAL - DIAMOND WEEL 1.8X20MM,,7,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001879,GENERAL - GRUB SCREW 5mmX10,,9,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001900,GENERAL -  HEAD BOLT 8MMX10MM,,56,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001955,GENARAL - PVC  CONDUT BEND   25 MM,,33,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001956,GENARAL - PVC REDUSING SOCKET   63 MM X 25 MM,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0002223,"GENARAL - CEMENT BLOCK THICKNESS 4""",,510,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0002245,"GENERAL - DOUBLE ACTING CYLINDSER TGD(BORE-40MM,STROKE-200MM,WITH MAGNET)",,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0002367,GENERAL - RUBBER PAD FOR CORE MAKING 03 M/C  22” X 12” X 10mm,,26,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0002452,"GENERAL -FUEL/WATER SEPARATOR(CUMMINS 3930942,MODEL- FS 1280",,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001011,MECHANICAL - SPRING  25 mm X 50 mm ID 20 mm,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001018,MECHANICAL - STEEL COVER SLEEAVE 33.5MM X 41.5 MM X 3 MM(BAIL MACHINE),,23,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001236,MECHANICAL - CIRCULAR SLITTING SCORE AIR KNIFE CSI-FS-30VDC,,42,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001240,MECHANICAL - MOTOR COOLING FAN 14MMX109MM,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001285,MECHANICAL - O RING ID90MMXOD112MMXTH6MM,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001636,MECHANICAL -TANDEM LOAD WHEEL Ø78X70MM,,4,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTPNM0001199,PNEUMATIC - VALVE HAND LEVER  4HV330-10G-AIRTEC,,7,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTPNM0001318,PNEUMATIC -  STUD CONECTOR 1/2X8MM,,12,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTPNM0001324,"PNEUMATIC -  STUD CONECTOR 10MMX1/8""",,37,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTPNM0001582,PNEUMATIC– 5/2 WAY SOLENOID VALVE-PORT SIZE –¼” AC 220V,,6,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001625,AUTOMOBILE- 95 AMP BATTERY ( L ),,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0002116,AUTOMOBILE-MARUTI 800 STABILAZER BAR BUSH,,6,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0002192,AUTOMOBILE- 600 X 14  REBUILD TYRE,,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0002480,GENARAL-Ø 2” PN25 BLIND FLAUGER,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0002489,GENARAL-Ø 28.5 mm S/S SHAFT,,"1,150.00",MM,Western Paper Industries ,STORES,0
20/09/2017,MTELC0000022,ELECTRICAL - BULB HOLDER  PIN TYPE  B 22,,10,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0001506,ELECTRICAL - POTENTOMETER 10K,,5,nos,Western Paper Industries ,STORES,0
20/09/2017,MTELC0002002,ELETRICAL - M.C.B 3P 25A SIMENS,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0002009,ELECTRICAL - TIMER ANLY TRD - N,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0002270,"ELECTRICAL - PVC CASING 1""X2""",,5,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTFUL0001556,FUEL & LUBRICANT- DS 10 OIL LTR 01,,20,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000288,GENARAL -  HEX.HED BOLT   8 MM X 65 MM,,20,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000334,GENARAL - ANCHOR  DROP ANCHOR  16 MM,,6,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000340,GENARAL - GI BAREL NIPAL  1 1/4'',,13,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000426,GENARAL - GRUB SCREW   12 MM  x 25MM,,29,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000427,GENARAL - GRUB SCREW   12MM X 20MM,,15,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000497,GENARAL - PAN HEAD SELF TAPPING SCREW  1 '',,190,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000516,GENARAL - PVC BEND   25 MM  1000 TYPE,,5,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000516,GENARAL - PVC BEND   25 MM  1000 TYPE,,7,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000543,GENARAL - PVC FORSET SOCKET   20 MM 1/2 '',,10,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000543,GENARAL - PVC FORSET SOCKET   20 MM 1/2 '',,9,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000581,GENARAL - PVC THREAD SEAL   1/2 '',,6,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000581,GENARAL - PVC THREAD SEAL   1/2 '',,28,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000586,GENARAL - PVC VALVE SOCKET   20 MM 1/2 '',,6,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000586,GENARAL - PVC VALVE SOCKET   20 MM 1/2 '',,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000617,GENARAL - SHAVING BLADE,,179,PKT,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000656,GENARAL - UBOLT  CABEL LOCK  8MM,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000665,GENARAL - WALL PLUG   NO 8 (FISHER),,200,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000669,GENARAL - FLAT WASHER 6 MM X 20 MM,,37,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001372,"GENARAL - PVC BALL VALVE 2""",,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001378,GENARAL - PVC T SOCKET 25MM 3/4,,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001379,"GENARAL - PVC WATER TAP 1/2""",,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001416,GENERAL - GI REDUCER 50MMX40MM,,12,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001439,"GENERAL - HOSE CLIP 1""",,10,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001451,GENERAL - STEEL BALL 7MM,,49,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001641,GENARAL - WEATHER SHIELD PAINT - WHITE,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0002451,GENERAL -USER FRIENDLY FILTER (MODEL- FF 42000),,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0000806,MECHANICAL - BELT  A55,,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0000887,MECHANICAL - GENERAL - CIRCULAR BLADE 100 mm (O.D) X  65 mm (I.D)X2MM THICKNESS,,30,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0000894,MECHANICAL - CIRCULAR BLADE 140MM(O.D) X 32MM (I.D)X 3 MM THICKNESS ESENTRIC,,4,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001041,MECHANICAL - TENSION CLIP  2''(TAPE SLITER MACHINE),,"2,928.00",NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001583,AUTOMOBILE-825 X 16 TAPE,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001615,AUTOMOBILE-10 TON JACK,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001615,AUTOMOBILE-10 TON JACK,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001642,AUTOMOBILE- 28 X 9- 15/8.15-15 FORK LIFT TYRE,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0002112,AUTOMOBILE- ALTO K10 REAR DOOR SHOCK,,4,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0002577,AUTOMOBILE- MARUTY 800 - CLUTCH RELEASE BEARING,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0000157,ELECTRICAL - RELAY BOTOM VIEW  8 PIN - 250 V BOTTOM VIEW,,4,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0000190,ELECTRICAL - SUNG BOX SINGLE,,29,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0000190,ELECTRICAL - SUNG BOX SINGLE,,19,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0001466,ELECTRICAL - BULB LED 9W THEAD TYPE,,14,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0001654,ELETRICAL - LED TUBE LIGHT 4FT,,8,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0001655,ELETRICAL - 13A PLUG TOP,,6,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0001909,ELETRICAL -INDUCTIVE PROXIMITY SWITCH-DC10-30V  LA=200 MA  T W=2MM(AE/AP-3A),,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0002007,ELECTRICAL - TIMER  AUTONICS AT85DN,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0002276,ELECTRICAL - 0.75KW DELTA VFD VE SERIES (INPUT-240V ),,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTFUL0001209,FUEL & LUBRICANT- PETROL ENGINE OIL SAE 40,,25,LITER,Western Paper Industries ,STORES,0
20/09/2017,MTFUL0001209,FUEL & LUBRICANT- PETROL ENGINE OIL SAE 40,,20,LITER,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000255,GENARAL -  ALLAN BOLT  Ø12MM X 45 MM,,30,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000319,GENARAL - ALAN BOLT  6   MM X 1 '',,41,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000493,GENARAL - PAINT LUCOR ANTICORROSIVE   1L,,4,LITER,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000508,GENARAL - PVC  CONDUT SOCKET   16 MM,,14,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000527,GENARAL - PVC CONDUTE    25 MM,,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000542,"GENARAL - PVC FORCET SCOKET  50 MM 1 1/2""",,8,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000611,GENARAL - SCREW  1 1/2 '',,55,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001371,GENARAL - PVC 1/2 ENDCAP,,16,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001412,"GENERAL - GI BALL VALE 1 1/4""",,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001433,"GENERAL - HEX HEAD BOLT 25MMX2 1/2""",,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001593,GENARAL - LEAD SEAL WIRE,,20,ROLL,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001669,GENARAL - WATER SAND PAPER P-240,,15,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001849,GENERAL - M S PLATE  THICKNESS-  6MM,,9,SQ FEET,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001886,GENARAL -  ALLAN BOLT  Ø8 MM X 50 MM,,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001897,GENARAL -  HEAD BOLT  12 MM X 40mm,,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001930,"GENARAL -  GYPSUM BOARD 8""x 4""X3/4""",,14,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0002221,GENARAL - S/S RODE OD 14MM LENGTH 480MM,,12,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0002237,GENARAL - ANGLE IRON  3''X3''X1\4”,,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0000925,MECHANICAL - LOAD SELL MITSUBISHI  LX-100TD(ZBS/COATING MACHINE),,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0000938,MECHANICAL - NEWTON MEATER 85C  17,,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001234,MECHANICAL - CERAMIC SALVE ID14MM OD15MMTH7.5MM (MADUPITIYA HOTMELT MACHINE),,17,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001614,MECHANICAL -PRESSURE HOSE (GREEN & RED) 8(I.D)X14MM(O.D),,10,FEET,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001797,MECHANICAL - BEARING   6002 ZZ  SNR,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTPNM0001171,PNEUMATIC - PNUMATIC REDUCER   (6MM X 8MM),,16,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001616,AUTOMOBILE-TATA 407 - CLUTCH PLATE,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001688,AUTOMOBILE-RUBBER GREASE TUBE,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001872,AUTOMOBILE-24V DOUBLE FILAMENT  BULB,,6,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001928,AUTOMOBILE-JAC 18’ FUEL FILTER WITH HEAD  1048,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001941,AUTOMOBILE-KDH 201 – TOYOTA ORIGINAL BRAKE LINER SET,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0002436,AUTOMOBILE-JAC 18.5'  - CLUTCH RAZER,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0002566,AUTOMOBILE-  600 x 9 Tape,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0000112,ELECTRICAL - MCB  4 POLE  32 A CIRCUIT BREAKER,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0000164,ELECTRICAL - RELAY SQUIRE PIN  8 PIN - 24 V,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0000197,ELECTRICAL - SWITCH 4  GANG  10 A 250V,,19,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0001528,ELECTRICAL - THERMAL OVERLOAD RELAY 12A-18A,,1,nos,Western Paper Industries ,STORES,0
20/09/2017,MTELC0001609,ELECTRICAL -POWER EXTENSION  WIRE CODE,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0002014,ELECTRICAL - DC VALT METER (0 - 40) TAIFA TA 60,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000253,GENARAL -  ALLAN BOLT  Ø12 MM X 25 MM,,43,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000314,GENARAL - ALAN BOLT  10 MM X 1'',,46,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000320,GENARAL - ALAN BOLT  6   MM X 2 '',,26,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000384,GENARAL - DRAWER LOCK,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000504,GENARAL - POLYMER PLATE,,84,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000504,GENARAL - POLYMER PLATE,,5,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000504,GENARAL - POLYMER PLATE,,7,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000504,GENARAL - POLYMER PLATE,,16,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000523,GENARAL - PVC BOLL VALVE  3 '',,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000561,GENARAL - PVC REDUCER  50MM X 40 MM,,5,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001399,GENERAL - AUTO PAINT RAPID PRIMER GRAY,,10,LETTER,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001401,"GENERAL - CASTER WHEEL ROTATABLE 4""X2""",,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001401,"GENERAL - CASTER WHEEL ROTATABLE 4""X2""",,5,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001457,"GENERAL - TINTUS NAIL 3/4""",,400,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001459,GENERAL - VALDING KURU NO 10,,5,KG,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001460,"GENERAL -GI BEND 1 1/2""",,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001903,GENERAL -  HEAD BOLT 24mmX80mm,,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0002040,GENARAL - ALLAN KEY SET - 1 MM  TO  10 MM,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0002063,GENARAL -ALAWANGOO (TORBAR) -5’,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0002231,GENARAL - TENTION CLIP OD25MM ID19.1MM WIDTH23MM,,200,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0002596,"GENERAL- CHROME STEEL (Ø-100mm,LENGTH-40mm)",,5,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0002648,GENERAL- 15’’*5’’ CLADDING NAME BOARDS (ONE SIDE PRINTED),,29,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0000853,MECHANICAL - BELT HOPPER 65 mm X 3556mm,,4,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0000979,MECHANICAL - ROTTERY CONNECTOR HD20 (HOTMELT MACHINE),,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001017,MECHANICAL - STEEL COVER SLEEAVE 27MM X 34.5 MM X 3 MM(BAIL MACHINE),,25,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001254,MECHANICAL - O RING ID24MMXOD30MMXTH3MM,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001280,MECHANICAL - O RING ID84MMXOD89MMXTH2.5MM,,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001292,MECHANICAL - SPOCKET WEEL 8B-17T,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001855,AUTOMOBILE-POWER STEERING OIL 1 LTS,,4,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001864,AUTOMOBILE-CAR WASH ( ROYAL SUPER ) 10 LTS,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001864,AUTOMOBILE-CAR WASH ( ROYAL SUPER ) 10 LTS,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0002075,AUTOMOBILE- HEAVY DUTY UNDER CARRIAGE CLEANER – ROYAL SUPER,,20,liter,Western Paper Industries ,STORES,0
20/09/2017,MTELC0000018,ELECTRICAL - BULB 500W HALOGEN LENEAR TUNGSTON HALOGEN LAMP,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0000069,ELECTRICAL - FUSE  2 AMP CERAMIC (RT14/RT18),,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0000137,ELECTRICAL - PLUG BASE  5A ROUND PIN  (250V)SWITCHED SOCKET OUTLET,,16,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0000137,ELECTRICAL - PLUG BASE  5A ROUND PIN  (250V)SWITCHED SOCKET OUTLET,,10,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0002100,ELECTRICAL -  M12 INDUCTIVE PROXIMITY SENCER S/D 8MM NPN,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000368,GENARAL - CONCRET NEILS   1 1/2 '',,343,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000522,GENARAL - PVC BOLL VALVE  1/2 '',,5,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000553,GENARAL - PVC PLAIN SOCKET   63 MM X 63 MM,,3,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000570,GENARAL - PVC SOLVAN CEMENT   250,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001354,GENARAL - CUTTING WHEEL 355X3X25.4MM,,4.7,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001390,GENERAL - ALAN BOLT 6MMX20MM,,11,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001442,GENERAL - PAINT EMULSION MARBLE GRAY,,3,LETTER,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001453,"GENERAL - STEEL NAIL 1""",,370,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001455,GENERAL - TAPE HEAD SCREW 5MMX5MM,,48,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001876,GENARAL - ALAN BOLT  10 MM X 25mm,,41,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0001950,GENERAL - PAINT ENAMAL GRAY 1 L,,4,LITER,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0002450,"GENERAL -OIL FILTER (CUMMINS 3908616, MODEL- LF 3345)",,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0000802,MECHANICAL - BELT  A47,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0000812,MECHANICAL - BELT  A84,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0000835,MECHANICAL - BELT  HOPPER 50 MM X 3556MM,,4,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0000941,MECHANICAL - NYLONE ROD 40MM (OD),,1,FEET,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0000971,MECHANICAL - PULSE PUMP RUBBER COVERD  STEEL BALL Ø 69 (O.D),,8,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001009,MECHANICAL - RUBBER SPIDER F/0100 OLD TYPE,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001239,MECHANICAL - MESH TAPE GREEN COLOUR,,7,ROLL,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001242,MECHANICAL - O RING ID100MMXOD107MMXTH3.5MM,,6,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001270,MECHANICAL - O RING ID44MMXOD59MMXTH3MM,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001595,MECHANICAL- BEARING GUIDE(XBD-20),,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001635,MECHANICAL - TANDEM LOAD WHEEL Ø78X60MM,,8,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001637,MECHANICAL -TANDEM STEERING WHEEL Ø180X50MM,,6,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTMEC0001982,MECHANICAL -SPOCKET WHEEL   40 X 25 T,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTPNM0001184,PNEUMATIC - SERVICE UNIT  BL 4000,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTPNM0001315,"PNEUMATIC -  STUD CONECTING ELBOW 1/2""x8mm",,36,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTPNM0001809,PNEUMATIC -STUD CONNECTOR 1/8 X 8mm,,30,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTPNM0001832,MECHANICAL - TEETH BELT 345 L 25mm,,2,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001618,AUTOMOBILE-6204 BEARING,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001873,AUTOMOBILE-24V SINGLE FILAMENT BULB,,5,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001874,AUTOMOBILE-24V SMALL BULB,,11,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0001927,AUTOMOBILE-JAC 18’ CLUTCH PLATE,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTAUT0002439,AUTOMOBILE-BAJAJ DISCOVERY 125 FRONT BRAKE DISC,,1,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTELC0001533,ELECTRICAL - THERMORE COUPLE BOILER (70312-18TR)THERMEX (PT000),,2,nos,Western Paper Industries ,STORES,0
20/09/2017,MTELC0001990,ELECTRICAL  -50MM  X  8MM LUG,,15,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTFUL0001205,FUEL & LUBRICANT- DIESAL,,180,LITER,Western Paper Industries ,STORES,0
20/09/2017,MTFUL0001205,FUEL & LUBRICANT- DIESAL,,"5,780.85",LITER,Western Paper Industries ,STORES,0
20/09/2017,MTFUL0001205,FUEL & LUBRICANT- DIESAL,,200,LITER,Western Paper Industries ,STORES,0
20/09/2017,MTFUL0001205,FUEL & LUBRICANT- DIESAL,,200,LITER,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000261,GENARAL -  ALLAN GRUB SCREW  Ø 5 MM X 16 MM,,10,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000297,GENARAL -  HOSE CLIP  BAND TYPE  3 '',,10,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000317,GENARAL - ALAN BOLT  12 MM X 2 ''''   (THREAD PITCH 1.5 MM),,10,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000317,GENARAL - ALAN BOLT  12 MM X 2 ''''   (THREAD PITCH 1.5 MM),,23,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000339,GENARAL - GI BARAL NIPAL  1/2 '',,10,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000387,GENARAL - DRILL BIT   5/32 (H.S.S),,8,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000445,GENARAL - HEX HEAD BOLT   16MM X 2 '',,7,NOS,Western Paper Industries ,STORES,0
20/09/2017,MTGEN0000562,GENARAL - PVC REDUCING  T   40 MM X 20 MM,,7,NOS,Western Paper Industries ,STORES,0
