no,Item No.,Des,company no,company,dept no,department,Inventory Uom,cur bal,adj qty,new bal,unit cost,total,wh code,wh
0,MTGEN0001641,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0002451,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0000806,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTMEC0000887,aa,1,Western Paper Industries ,4,STORES,NOS,0,30,30,0,0,0,0
0,MTMEC0000894,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTMEC0001041,aa,1,Western Paper Industries ,4,STORES,NOS,0,2928,2928,0,0,0,0
0,MTAUT0001583,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0001615,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTAUT0001615,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTAUT0001642,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTAUT0002112,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTAUT0002577,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTELC0000157,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTELC0000190,aa,1,Western Paper Industries ,4,STORES,NOS,0,29,29,0,0,0,0
0,MTELC0000190,aa,1,Western Paper Industries ,4,STORES,NOS,0,19,19,0,0,0,0
0,MTELC0001466,aa,1,Western Paper Industries ,4,STORES,NOS,0,14,14,0,0,0,0
0,MTELC0001654,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTELC0001655,aa,1,Western Paper Industries ,4,STORES,NOS,0,6,6,0,0,0,0
0,MTELC0001909,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTELC0002007,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTELC0002276,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTFUL0001209,aa,1,Western Paper Industries ,4,STORES,LITER,0,25,25,0,0,0,0
0,MTFUL0001209,aa,1,Western Paper Industries ,4,STORES,LITER,0,20,20,0,0,0,0
0,MTGEN0000255,aa,1,Western Paper Industries ,4,STORES,NOS,0,30,30,0,0,0,0
0,MTGEN0000319,aa,1,Western Paper Industries ,4,STORES,NOS,0,41,41,0,0,0,0
0,MTGEN0000493,aa,1,Western Paper Industries ,4,STORES,LITER,0,4,4,0,0,0,0
0,MTGEN0000508,aa,1,Western Paper Industries ,4,STORES,NOS,0,14,14,0,0,0,0
0,MTGEN0000527,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0000542,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTGEN0000611,aa,1,Western Paper Industries ,4,STORES,NOS,0,55,55,0,0,0,0
0,MTGEN0001371,aa,1,Western Paper Industries ,4,STORES,NOS,0,16,16,0,0,0,0
0,MTGEN0001412,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0001433,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0001593,aa,1,Western Paper Industries ,4,STORES,ROLL,0,20,20,0,0,0,0
0,MTGEN0001669,aa,1,Western Paper Industries ,4,STORES,NOS,0,15,15,0,0,0,0
0,MTGEN0001849,aa,1,Western Paper Industries ,4,STORES,SQ FEET,0,9,9,0,0,0,0
0,MTGEN0001886,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0001897,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0001930,aa,1,Western Paper Industries ,4,STORES,NOS,0,14,14,0,0,0,0
0,MTGEN0002221,aa,1,Western Paper Industries ,4,STORES,NOS,0,12,12,0,0,0,0
0,MTGEN0002237,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTMEC0000925,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0000938,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTMEC0001234,aa,1,Western Paper Industries ,4,STORES,NOS,0,17,17,0,0,0,0
0,MTMEC0001614,aa,1,Western Paper Industries ,4,STORES,FEET,0,10,10,0,0,0,0
0,MTMEC0001797,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTPNM0001171,aa,1,Western Paper Industries ,4,STORES,NOS,0,16,16,0,0,0,0
0,MTAUT0001616,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0001688,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0001872,aa,1,Western Paper Industries ,4,STORES,NOS,0,6,6,0,0,0,0
0,MTAUT0001928,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0001941,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0002436,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0002566,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTELC0000112,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTELC0000164,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTELC0000197,aa,1,Western Paper Industries ,4,STORES,NOS,0,19,19,0,0,0,0
0,MTELC0001528,aa,1,Western Paper Industries ,4,STORES,nos,0,1,1,0,0,0,0
0,MTELC0001609,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTELC0002014,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0000253,aa,1,Western Paper Industries ,4,STORES,NOS,0,43,43,0,0,0,0
0,MTGEN0000314,aa,1,Western Paper Industries ,4,STORES,NOS,0,46,46,0,0,0,0
0,MTGEN0000320,aa,1,Western Paper Industries ,4,STORES,NOS,0,26,26,0,0,0,0
0,MTGEN0000384,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTGEN0000504,aa,1,Western Paper Industries ,4,STORES,NOS,0,84,84,0,0,0,0
0,MTGEN0000504,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTGEN0000504,aa,1,Western Paper Industries ,4,STORES,NOS,0,7,7,0,0,0,0
0,MTGEN0000504,aa,1,Western Paper Industries ,4,STORES,NOS,0,16,16,0,0,0,0
0,MTGEN0000523,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0000561,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTGEN0001399,aa,1,Western Paper Industries ,4,STORES,LETTER,0,10,10,0,0,0,0
0,MTGEN0001401,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTGEN0001401,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTGEN0001457,aa,1,Western Paper Industries ,4,STORES,NOS,0,400,400,0,0,0,0
0,MTGEN0001459,aa,1,Western Paper Industries ,4,STORES,KG,0,5,5,0,0,0,0
0,MTGEN0001460,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0001903,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0002040,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0002063,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0002231,aa,1,Western Paper Industries ,4,STORES,NOS,0,200,200,0,0,0,0
0,MTGEN0002596,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTGEN0002648,aa,1,Western Paper Industries ,4,STORES,NOS,0,29,29,0,0,0,0
0,MTMEC0000853,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTMEC0000979,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0001017,aa,1,Western Paper Industries ,4,STORES,NOS,0,25,25,0,0,0,0
0,MTMEC0001254,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0001280,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTMEC0001292,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0001855,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTAUT0001864,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTAUT0001864,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTAUT0002075,aa,1,Western Paper Industries ,4,STORES,liter,0,20,20,0,0,0,0
0,MTELC0000018,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTELC0000069,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTELC0000137,aa,1,Western Paper Industries ,4,STORES,NOS,0,16,16,0,0,0,0
0,MTELC0000137,aa,1,Western Paper Industries ,4,STORES,NOS,0,10,10,0,0,0,0
0,MTELC0002100,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0000368,aa,1,Western Paper Industries ,4,STORES,NOS,0,343,343,0,0,0,0
0,MTGEN0000522,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTGEN0000553,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0000570,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTGEN0001354,aa,1,Western Paper Industries ,4,STORES,NOS,0,4.7,4.7,0,0,0,0
0,MTGEN0001390,aa,1,Western Paper Industries ,4,STORES,NOS,0,11,11,0,0,0,0
0,MTGEN0001442,aa,1,Western Paper Industries ,4,STORES,LETTER,0,3,3,0,0,0,0
0,MTGEN0001453,aa,1,Western Paper Industries ,4,STORES,NOS,0,370,370,0,0,0,0
0,MTGEN0001455,aa,1,Western Paper Industries ,4,STORES,NOS,0,48,48,0,0,0,0
0,MTGEN0001876,aa,1,Western Paper Industries ,4,STORES,NOS,0,41,41,0,0,0,0
0,MTGEN0001950,aa,1,Western Paper Industries ,4,STORES,LITER,0,4,4,0,0,0,0
0,MTGEN0002450,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0000802,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0000812,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0000835,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTMEC0000941,aa,1,Western Paper Industries ,4,STORES,FEET,0,1,1,0,0,0,0
0,MTMEC0000971,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTMEC0001009,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0001239,aa,1,Western Paper Industries ,4,STORES,ROLL,0,7,7,0,0,0,0
0,MTMEC0001242,aa,1,Western Paper Industries ,4,STORES,NOS,0,6,6,0,0,0,0
0,MTMEC0001270,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0001595,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0001635,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTMEC0001637,aa,1,Western Paper Industries ,4,STORES,NOS,0,6,6,0,0,0,0
0,MTMEC0001982,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTPNM0001184,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTPNM0001315,aa,1,Western Paper Industries ,4,STORES,NOS,0,36,36,0,0,0,0
0,MTPNM0001809,aa,1,Western Paper Industries ,4,STORES,NOS,0,30,30,0,0,0,0
0,MTPNM0001832,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTAUT0001618,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0001873,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTAUT0001874,aa,1,Western Paper Industries ,4,STORES,NOS,0,11,11,0,0,0,0
0,MTAUT0001927,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0002439,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTELC0001533,aa,1,Western Paper Industries ,4,STORES,nos,0,2,2,0,0,0,0
0,MTELC0001990,aa,1,Western Paper Industries ,4,STORES,NOS,0,15,15,0,0,0,0
0,MTFUL0001205,aa,1,Western Paper Industries ,4,STORES,LITER,0,180,180,0,0,0,0
0,MTFUL0001205,aa,1,Western Paper Industries ,4,STORES,LITER,0,5780.85,5780.85,0,0,0,0
0,MTFUL0001205,aa,1,Western Paper Industries ,4,STORES,LITER,0,200,200,0,0,0,0
0,MTFUL0001205,aa,1,Western Paper Industries ,4,STORES,LITER,0,200,200,0,0,0,0
0,MTGEN0000261,aa,1,Western Paper Industries ,4,STORES,NOS,0,10,10,0,0,0,0
0,MTGEN0000297,aa,1,Western Paper Industries ,4,STORES,NOS,0,10,10,0,0,0,0
0,MTGEN0000317,aa,1,Western Paper Industries ,4,STORES,NOS,0,10,10,0,0,0,0
0,MTGEN0000317,aa,1,Western Paper Industries ,4,STORES,NOS,0,23,23,0,0,0,0
0,MTGEN0000339,aa,1,Western Paper Industries ,4,STORES,NOS,0,10,10,0,0,0,0
0,MTGEN0000387,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTGEN0000445,aa,1,Western Paper Industries ,4,STORES,NOS,0,7,7,0,0,0,0
0,MTGEN0000562,aa,1,Western Paper Industries ,4,STORES,NOS,0,7,7,0,0,0,0
0,MTGEN0000590,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTGEN0000675,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTGEN0001640,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0001882,aa,1,Western Paper Industries ,4,STORES,NOS,0,24,24,0,0,0,0
0,MTGEN0001884,aa,1,Western Paper Industries ,4,STORES,NOS,0,14,14,0,0,0,0
0,MTGEN0002419,aa,1,Western Paper Industries ,4,STORES,METRE,0,15,15,0,0,0,0
0,MTMEC0000688,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0000792,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0000794,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0000873,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0000891,aa,1,Western Paper Industries ,4,STORES,NOS,0,47,47,0,0,0,0
0,MTMEC0000985,aa,1,Western Paper Industries ,4,STORES,NOS,0,6,6,0,0,0,0
0,MTMEC0001042,aa,1,Western Paper Industries ,4,STORES,NOS,0,2675,2675,0,0,0,0
0,MTMEC0001258,aa,1,Western Paper Industries ,4,STORES,NOS,0,20,20,0,0,0,0
0,MTMEC0001273,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTMEC0001788,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTMEC0001801,aa,1,Western Paper Industries ,4,STORES,MM,0,750,750,0,0,0,0
0,MTPNM0001179,aa,1,Western Paper Industries ,4,STORES,NOS,0,15,15,0,0,0,0
0,MTPNM0001345,aa,1,Western Paper Industries ,4,STORES,NOS,0,31,31,0,0,0,0
0,MTPNM0001814,aa,1,Western Paper Industries ,4,STORES,NOS,0,7,7,0,0,0,0
0,MTPNM0001820,aa,1,Western Paper Industries ,4,STORES,NOS,0,6,6,0,0,0,0
0,MTPNM0001829,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTAUT0001643,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTAUT0001661,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0001923,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0002074,aa,1,Western Paper Industries ,4,STORES,NOS,0,6,6,0,0,0,0
0,MTAUT0002123,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTAUT0002478,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTELC0001463,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTELC0001471,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTELC0001471,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTELC0001486,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0000268,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTGEN0000322,aa,1,Western Paper Industries ,4,STORES,NOS,0,67,67,0,0,0,0
0,MTGEN0000331,aa,1,Western Paper Industries ,4,STORES,NOS,0,36,36,0,0,0,0
0,MTGEN0000386,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTGEN0000386,aa,1,Western Paper Industries ,4,STORES,NOS,0,14,14,0,0,0,0
0,MTGEN0000390,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTGEN0000392,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTGEN0000435,aa,1,Western Paper Industries ,4,STORES,NOS,0,66,66,0,0,0,0
0,MTGEN0000510,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTGEN0000574,aa,1,Western Paper Industries ,4,STORES,NOS,0,13,13,0,0,0,0
0,MTGEN0000610,aa,1,Western Paper Industries ,4,STORES,NOS,0,9,9,0,0,0,0
0,MTGEN0000650,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTGEN0000650,aa,1,Western Paper Industries ,4,STORES,NOS,0,9,9,0,0,0,0
0,MTGEN0001413,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTGEN0001428,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTGEN0001436,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0001450,aa,1,Western Paper Industries ,4,STORES,LETTER,0,3,3,0,0,0,0
0,MTGEN0001901,aa,1,Western Paper Industries ,4,STORES,NOS,0,56,56,0,0,0,0
0,MTGEN0001908,aa,1,Western Paper Industries ,4,STORES,NOS,0,7,7,0,0,0,0
0,MTMEC0000795,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0000796,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0000872,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0001039,aa,1,Western Paper Industries ,4,STORES,NOS,0,5040,5040,0,0,0,0
0,MTMEC0001247,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTMEC0001248,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0001252,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0001269,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0001289,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0001553,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0001787,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTPNM0001304,aa,1,Western Paper Industries ,4,STORES,NOS,0,14,14,0,0,0,0
0,MTAUT0001626,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTAUT0002032,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0002433,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTAUT0002488,aa,1,Western Paper Industries ,4,STORES,MM,0,350,350,0,0,0,0
0,MTAUT0002590,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTELC0000043,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTELC0000113,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTELC0000155,aa,1,Western Paper Industries ,4,STORES,NOS,0,6,6,0,0,0,0
0,MTELC0000163,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTELC0002117,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTFUL0002120,aa,1,Western Paper Industries ,4,STORES,LITER,0,10,10,0,0,0,0
0,MTGEN0000259,aa,1,Western Paper Industries ,4,STORES,NOS,0,21,21,0,0,0,0
0,MTGEN0000324,aa,1,Western Paper Industries ,4,STORES,NOS,0,81,81,0,0,0,0
0,MTGEN0000326,aa,1,Western Paper Industries ,4,STORES,NOS,0,45,45,0,0,0,0
0,MTGEN0000461,aa,1,Western Paper Industries ,4,STORES,NOS,0,10,10,0,0,0,0
0,MTGEN0000666,aa,1,Western Paper Industries ,4,STORES,NOS,0,200,200,0,0,0,0
0,MTGEN0001357,aa,1,Western Paper Industries ,4,STORES,NOS,0,6,6,0,0,0,0
0,MTGEN0001367,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0001374,aa,1,Western Paper Industries ,4,STORES,NOS,0,20,20,0,0,0,0
0,MTGEN0001393,aa,1,Western Paper Industries ,4,STORES,NOS,0,35,35,0,0,0,0
0,MTGEN0001417,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0001426,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTGEN0001441,aa,1,Western Paper Industries ,4,STORES,NOS,0,11,11,0,0,0,0
0,MTGEN0001444,aa,1,Western Paper Industries ,4,STORES,LETTER,0,1,1,0,0,0,0
0,MTGEN0001591,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0001629,aa,1,Western Paper Industries ,4,STORES,NOS,0,5,5,0,0,0,0
0,MTGEN0001629,aa,1,Western Paper Industries ,4,STORES,NOS,0,48,48,0,0,0,0
0,MTGEN0001846,aa,1,Western Paper Industries ,4,STORES,NOS,0,24,24,0,0,0,0
0,MTGEN0001878,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTGEN0001896,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTGEN0002254,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0002257,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0002274,aa,1,Western Paper Industries ,4,STORES,METRE,0,8,8,0,0,0,0
0,MTMEC0000828,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0000836,aa,1,Western Paper Industries ,4,STORES,NOS,0,18,18,0,0,0,0
0,MTMEC0000889,aa,1,Western Paper Industries ,4,STORES,NOS,0,43,43,0,0,0,0
0,MTMEC0001033,aa,1,Western Paper Industries ,4,STORES,NOS,0,42,42,0,0,0,0
0,MTMEC0001040,aa,1,Western Paper Industries ,4,STORES,NOS,0,3500,3500,0,0,0,0
0,MTMEC0001229,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTMEC0001235,aa,1,Western Paper Industries ,4,STORES,NOS,0,35,35,0,0,0,0
0,MTMEC0001986,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0002088,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTPNM0001121,aa,1,Western Paper Industries ,4,STORES,NOS,0,7,7,0,0,0,0
0,MTPNM0001176,aa,1,Western Paper Industries ,4,STORES,NOS,0,20,20,0,0,0,0
0,MTPNM0001338,aa,1,Western Paper Industries ,4,STORES,NOS,0,47,47,0,0,0,0
0,MTPNM0002227,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTMEC0001783,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTMEC0001790,aa,1,Western Paper Industries ,4,STORES,NOS,0,9,9,0,0,0,0
0,MTMEC0001795,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTPNM0001299,aa,1,Western Paper Industries ,4,STORES,NOS,0,10,10,0,0,0,0
0,MTPNM0001178,aa,1,Western Paper Industries ,4,STORES,NOS,0,18,18,0,0,0,0
0,MTPNM0001314,aa,1,Western Paper Industries ,4,STORES,NOS,0,32,32,0,0,0,0
0,MTPNM0001347,aa,1,Western Paper Industries ,4,STORES,NOS,0,23,23,0,0,0,0
0,MTPNM0001816,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTPNM0001824,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTPNM0001828,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTAUT0001964,aa,1,Western Paper Industries ,4,STORES,NOS,0,4,4,0,0,0,0
0,MTAUT0002071,aa,1,Western Paper Industries ,4,STORES,NOS,0,10,10,0,0,0,0
0,MTAUT0002079,aa,1,Western Paper Industries ,4,STORES,NOS,0,3,3,0,0,0,0
0,MTELC0000021,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTELC0000021,aa,1,Western Paper Industries ,4,STORES,NOS,0,28,28,0,0,0,0
0,MTELC0000028,aa,1,Western Paper Industries ,4,STORES,NOS,0,453,453,0,0,0,0
0,MTELC0000181,aa,1,Western Paper Industries ,4,STORES,NOS,0,8,8,0,0,0,0
0,MTELC0001531,aa,1,Western Paper Industries ,4,STORES,nos,0,1,1,0,0,0,0
0,MTELC0002000,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTFUL0002352,aa,1,Western Paper Industries ,4,STORES,LITER,0,18,18,0,0,0,0
0,MTGEN0000352,aa,1,Western Paper Industries ,4,STORES,LITRE,0,80,80,0,0,0,0
0,MTGEN0000465,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTGEN0000465,aa,1,Western Paper Industries ,4,STORES,NOS,0,2,2,0,0,0,0
0,MTGEN0000488,aa,1,Western Paper Industries ,4,STORES,NOS,0,1,1,0,0,0,0
0,MTGEN0000518,aa,1,Western Paper Industries ,4,STORES,NOS,0,9,9,0,0,0,0
